2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,Remarks
SUUPWMA---,SUUPWMA---*****,36,180000,00,00,
SUUPWMN---,SUUPWMN---*****,36,190000,00,00,
SUUPWMGO--,SUUPWMGO--*****,36,190100,00,00,
SUUPWMMO--,SUUPWMMO--*****,36,190200,00,00,
SUUPWMFO--,SUUPWMFO--*****,36,190300,00,00,
SUUPE-----,SUUPE-----*****,36,200000,00,00,
SUUPV-----,SUUPV-----*****,36,210000,00,00,
,,40,110000,00,00,
EUIPB-----,EUIPB-----*****,40,110100,00,00,
OUOPA-----,OUOPA-----*****,40,110101,00,00,
OUVPA-----,OUVPA-----*****,40,110102,00,00,
,,40,110103,00,00,
OUOPKA----,OUOPKA----*****,40,110103,05,00,
OURPA-----,OURPA-----*****,40,110103,08,00,
OUVPD-----,OUVPD-----*****,40,110104,00,00,
OUOPU-----,OUOPU-----*****,40,110105,00,00,
OUOPE-----,OUOPE-----*****,40,110106,00,00,
OUIPG-----,OUIPG-----*****,40,110107,00,00,
OUVPM-----,OUVPM-----*****,40,110108,00,00,
OUVPMC----,OUVPMC----*****,40,110108,01,00,
OUVPMC----,OUVPMC----*****,40,110108,02,00,
OUVPMA----,OUVPMA----*****,40,110108,06,00,
OUVPP-----,OUVPP-----*****,40,110109,00,00,
EUIPAC----,EUIPAC----*****,40,110110,00,00,
OUVPY-----,OUVPY-----*****,40,110111,00,00,
,,40,110112,00,00,
,,40,110113,00,00,
OUIPV-----,OUIPV-----*****,40,110114,00,00,
,,40,110115,00,00,
,,40,110116,00,00,
,,40,110117,00,00,
,,40,110118,00,00,
,,40,110119,00,00,
,,40,110120,00,00,
,,40,110121,00,00,
,,40,110122,00,00,
,,40,110123,00,00,
OUVPB-----,OUVPB-----*****,40,110200,00,00,
EUIPBA----,EUIPBA----*****,40,110201,00,00,
,,40,110300,00,00,
OUVPEI----,OUVPEI----*****,40,110301,00,00,
,,40,110302,00,00,
,,40,110303,00,00,
,,40,110304,00,00,
EUIPBF----,EUIPBF----*****,40,110400,00,00,
OUVPS-----,OUVPS-----*****,40,110401,00,00,
,,40,110500,00,00,
,,40,110501,00,00,
,,40,110502,00,00,
OUVPE-----,OUVPE-----*****,40,110600,00,00,
,,40,110601,00,00,
,,40,110602,00,00,
,,40,110603,00,00,
,,40,110604,00,00,
,,40,110605,00,00,
EUIPBC----,EUIPBC----*****,40,110606,00,00,
EUIPA-----,EUIPA-----*****,40,120000,00,00,
OUOPD-----,OUOPD-----*****,40,120100,00,00,
,,40,130000,00,00,
OUOPP-----,OUOPP-----*****,40,130100,00,00,
OUOPY-----,OUOPY-----*****,40,130200,00,00,
OUOPYH----,OUOPYH----*****,40,130200,04,00,
OUOPYW----,OUOPYW----*****,40,130200,09,00,
OUOPYT----,OUOPYT----*****,40,130201,00,00,
OUOPF-----,OUOPF-----*****,40,130300,00,00,
,,40,130400,00,00,
OUOPRW----,OUOPRW----*****,40,130401,00,00,
OUOPRC----,OUOPRC----*****,40,130402,00,00,
OUOPM-----,OUOPM-----*****,40,130500,00,00,
OUOPS-----,OUOPS-----*****,40,130600,00,00,
,,40,130700,00,00,
,,40,130800,00,00,
,,40,130900,00,00,
,,40,131000,00,00,
,,40,131001,00,00,
,,40,131100,00,00,
EUOPB-----,EUOPB-----*****,40,131200,00,00,
EUOPBD----,EUOPBD----*****,40,131201,00,00,
OUOPO-----,OUOPO-----*****,40,131202,00,00,
EUOPBE----,EUOPBE----H****,40,131203,00,00,
EUOPBF----,EUOPBF----H****,40,131204,00,00,
EUOPBG----,EUOPBG----H****,40,131205,00,00,
EUOPBH----,EUOPBH----H****,40,131206,00,00,
EUOPBI----,EUOPBI----H****,40,131207,00,00,
EUOPBK----,EUOPBK----H****,40,131208,00,00,
EUOPA-----,EUOPA-----*****,40,131300,00,00,
EUOPAD----,EUOPAD----H****,40,131301,00,00,
EUOPAG----,EUOPAG----H****,40,131302,00,00,
EUOPAJ----,EUOPAJ----H****,40,131303,00,00,
EUOPAK----,EUOPAK----H****,40,131304,00,00,
EUOPAL----,EUOPAL----H****,40,131305,00,00,
EUOPAM----,EUOPAM----H****,40,131306,00,00,
,,40,131400,00,00,
EUOPCC----,EUOPCC----*****,40,131401,00,00,
EUOPC-----,EUOPC-----*****,40,131402,00,00,
EUOPCD----,EUOPCD----H****,40,131403,00,00,
EUOPD-----,EUOPD-----*****,40,131500,00,00,
,,40,131501,00,00,
EUOPDE----,EUOPDE----*****,40,131502,00,00,
EUOPDF----,EUOPDF----*****,40,131503,00,00,
,,40,131504,00,00,
,,40,131505,00,00,
,,40,131506,00,00,
EUOPDJ----,EUOPDJ----*****,40,131507,00,00,
EUOPDK----,EUOPDK----H****,40,131508,00,00,
,,40,131509,00,00,
,,40,131510,00,00,
EUOPDN----,EUOPDN----*****,40,131511,00,00,
,,40,131512,00,00,
OUIPF-----,OUIPF-----*****,40,131513,00,00,
EUIPC-----,EUIPC-----*****,40,140000,00,00,
EUIPCC----,EUIPCC----*****,40,140100,00,00,
EUIPCF----,EUIPCF----*****,40,140200,00,00,
EUIPCA----,EUIPCA----*****,40,140300,00,00,
EUIPCB----,EUIPCB----*****,40,140400,00,00,
EUIPCD----,EUIPCD----*****,40,140500,00,00,
EUIPCE----,EUIPCE----*****,40,140600,00,00,
EUIPCG----,EUIPCG----*****,40,140700,00,00,
EUIPCH----,EUIPCH----*****,40,140800,00,00,
,,40,150000,00,00,
EUIPD-----,EUIPD-----*****,40,150100,00,00,
EUIPDA----,EUIPDA----*****,40,150101,00,00,
EUIPDB----,EUIPDB----*****,40,150102,00,00,
EUIPDC----,EUIPDC----*****,40,150103,00,00,
EUIPDD----,EUIPDD----*****,40,150104,00,00,
EUIPDE----,EUIPDE----*****,40,150105,00,00,
EUIPDF----,EUIPDF----*****,40,150106,00,00,
EUIPDG----,EUIPDG----*****,40,150107,00,00,
EUIPDH----,EUIPDH----*****,40,150108,00,00,
EUIPDI----,EUIPDI----*****,40,150109,00,00,
EUIPDJ----,EUIPDJ----*****,40,150110,00,00,
EUIPDK----,EUIPDK----*****,40,150111,00,00,
EUIPDL----,EUIPDL----*****,40,150112,00,00,
EUIPDM----,EUIPDM----*****,40,150113,00,00,
EUIPDN----,EUIPDN----*****,40,150114,00,00,
EUIPDO----,EUIPDO----*****,40,150115,00,00,
,,40,160000,00,00,
,,40,160100,00,00,
EUIPEA----,EUIPEA----*****,40,160100,16,00,
OUOPHA----,OUOPHA----*****,40,160100,03,00,
EUIPE-----,EUIPE-----*****,40,160100,17,00,
,,40,160200,00,00,
EUIPFA----,EUIPFA----*****,40,160200,16,00,
OUOPHV----,OUOPHV----*****,40,160200,03,00,
EUIPF-----,EUIPF-----*****,40,160200,17,00,
,,40,160300,00,00,
EUIPGA----,EUIPGA----*****,40,160300,16,00,
EUIPGB----,EUIPGB----*****,40,160300,03,00,
EUIPG-----,EUIPG-----*****,40,160300,17,00,
,,40,160400,00,00,
EUIPHA----,EUIPHA----*****,40,160400,16,00,
OUOPHT----,OUOPHT----*****,40,160400,03,00,
EUIPH-----,EUIPH-----*****,40,160400,17,00,
,,40,160400,18,00,
,,40,160500,00,00,
,,40,170000,00,00,
,,40,170100,00,00,
E*NPAA----,E*NPAA----*****,40,170101,00,00,
E*NPAB----,E*NPAB----*****,40,170102,00,00,
E*NPAC----,E*NPAC----*****,40,170103,00,00,
E*NPAD----,E*NPAD----*****,40,170104,00,00,
E*NPAE----,E*NPAE----*****,40,170105,00,00,
WAS-WSVE--,WAS-WSVE--P----,40,170106,00,00,
E*NPAG----,E*NPAG----*****,40,170107,00,00,
,,40,170108,00,00,
,,40,170200,00,00,
E*NPBB----,E*NPBB----*****,40,170201,00,00,
E*NPBC----,E*NPBC----*****,40,170202,00,00,
E*NPBM----,E*NPBM----*****,40,170203,00,00,
,,40,170300,00,00,
E*NPCA----,E*NPCA----*****,40,170301,00,00,
E*NPCB----,E*NPCB----*****,40,170302,00,00,
E*NPCC----,E*NPCC----*****,40,170303,00,00,
E*NPCD----,E*NPCD----*****,40,170304,00,00,
E*NPCE----,E*NPCE----*****,40,170305,00,00,
,,40,180000,00,00,
,,40,180100,00,00,
,,40,180200,00,00,
,,45,110000,00,00,
WAS-PL----,WAS-PL----P----,45,110100,00,00,
WAS-PC----,WAS-PC----P----,45,110101,00,00,
WAS-PLT---,WAS-PLT---P----,45,110102,00,00,
WAS-PH----,WAS-PH----P----,45,110200,00,00,
WAS-PA----,WAS-PA----P----,45,110201,00,00,
WAS-PHT---,WAS-PHT---P----,45,110202,00,00,
,,45,110300,00,00,
WA-DPFC---,WA-DPFC----L---,45,110301,00,00,
WA-DPFCU--,WA-DPFCU---L---,45,110302,00,00,
WA-DPFC-FG,WA-DPFC-FG-L---,45,110203,00,00,
WA-DPFC-FY,WA-DPFC-FY-L---,45,110104,00,00,
WA-DPFW---,WA-DPFW----L---,45,110305,00,00,
WA-DPFWU--,WA-DPFWU---L---,45,110306,00,00,
WA-DPFW-FG,WA-DPFW-FG-L---,45,110307,00,00,
WA-DPFW-FY,WA-DPFW-FY-L---,45,110308,00,00,
WA-DPFO---,WA-DPFO----L---,45,110309,00,00,
WA-DPFOU--,WA-DPFOU---L---,45,110310,00,00,
WA-DPFO-FY,WA-DPFO-FY-L---,45,110311,00,00,
WA-DPFS---,WA-DPFS----L---,45,110312,00,00,
WA-DPFSU--,WA-DPFSU---L---,45,110313,00,00,
WA-DPFS-FG,WA-DPFS-FG-L---,45,110314,00,00,
WA-DPFS-FY,WA-DPFS-FY-L---,45,110315,00,00,
,,45,110400,00,00,
,,45,110401,00,00,
WA-DPXT---,WA-DPXT----L---,45,110402,,,
WA-DPXR---,WA-DPXR----L---,45,110403,00,00,
WA-DPXSQ--,WA-DPXSQ---L---,45,110404,00,00,
WA-DPXIL--,WA-DPXIL---L---,45,110405,00,00,
WA-DPXSH--,WA-DPXSH---L---,45,110406,00,00,
WA-DPXITCZ,WA-DPXITCZ-L---,45,110407,00,00,
WA-DPXCV--,WA-DPXCV---L---,45,110408,00,00,
WA-DPXITD-,WA-DPXITD--L---,45,110409,00,00,
,,45,110500,00,00,
,,45,110501,00,00,
,,45,110502,00,00,
,,45,110503,00,00,
,,45,110504,00,00,
,,45,110505,00,00,
,,45,110506,00,00,
,,45,110507,00,00,
,,45,110508,00,00,
,,45,110509,00,00,
,,45,120000,00,00,
WAS-TL----,WAS-TL----P----,45,120100,00,00,
WAS-TM----,WAS-TM----P----,45,120200,00,00,
WAS-TS----,WAS-TS----P----,45,120300,00,00,
WAS-TE----,WAS-TE----P----,45,120400,00,00,
WAS-T-MW--,WAS-T-MW--P----,45,120500,00,00,
,,45,130000,00,00,
,,45,130100,00,00,
WAS-ICL---,WAS-ICL---P----,45,130101,00,00,
WAS-ICM---,WAS-ICM---P----,45,130102,00,00,
WAS-ICS---,WAS-ICS---P----,45,130103,00,00,
,,45,130200,00,00,
WAS-IRL---,WAS-IRL---P----,45,130201,00,00,
WAS-IMM---,WAS-IMM---P----,45,130202,00,00,
WAS-IMS---,WAS-IMS---P----,45,130203,00,00,
,,45,130300,00,00,
,,45,140000,00,00,
WAS-WC----,WAS-WC----P----,45,140100,00,00,
WAS-WP----,WAS-WP----P----,45,140200,00,00,
WA-DWJ----,WA-DWJ-----L---,45,140300,00,00,
WA-DWS----,WA-DWS-----L---,45,140400,00,00,
,,45,150000,00,00,
,,45,150100,00,00,
WAS-CCCSCS,WAS-CCCSCSP----,45,150101,00,00,
WAS-CCCSFC,WAS-CCCSFCP----,45,150102,00,00,
WAS-CCCSSC,WAS-CCCSSCP----,45,150103,00,00,
WAS-CCCSBC,WAS-CCCSBCP----,45,150104,00,00,
WAS-CCCSOC,WAS-CCCSOCP----,45,150105,00,00,
WAS-CCCSOB,WAS-CCCSOBP----,45,150106,00,00,
,,45,160000,00,00,
,,45,160100,00,00,
WAS-WSR-LI,WAS-WSR-LIP----,45,160101,00,00,
WAS-WSR-LC,WAS-WSR-LCP----,45,160102,00,00,
WAS-WSR-MI,WAS-WSR-MIP----,45,160103,00,00,
WAS-WSR-MC,WAS-WSR-MCP----,45,160104,00,00,
WAS-WSR-HI,WAS-WSR-HIP----,45,160105,00,00,
WAS-WSR-HC,WAS-WSR-HCP----,45,160106,00,00,
,,45,160200,00,00,
WAS-WSRFL-,WAS-WSRFL-P----,45,160201,00,00,
WAS-WSRFMH,WAS-WSRFMHP----,45,160202,00,00,
,,45,160300,00,00,
WAS-WSRSL-,WAS-WSRSL-P----,45,160301,00,00,
WAS-WSRSMH,WAS-WSRSMHP----,45,160302,00,00,
WAS-WSRST-,WAS-WSRST-P----,45,160303,00,00,
,,45,160400,00,00,
WAS-WSD-LI,WAS-WSD-LIP----,45,160401,00,00,
WAS-WSD-LC,WAS-WSD-LCP----,45,160402,00,00,
WAS-WSD-MI,WAS-WSD-MIP----,45,160403,00,00,
WAS-WSD-MC,WAS-WSD-MCP----,45,160404,00,00,
WAS-WSD-HI,WAS-WSD-HIP----,45,160405,00,00,
WAS-WSD-HC,WAS-WSD-HCP----,45,160406,00,00,
,,45,160500,00,00,
WAS-WSDFL-,WAS-WSDFL-P----,45,160501,00,00,
WAS-WSDFMH,WAS-WSDFMHP----,45,160502,00,00,
,,45,160600,00,00,
WAS-WSM-L-,WAS-WSM-L-P----,45,160601,00,00,
WAS-WSM-MH,WAS-WSM-MHP----,45,160602,00,00,
WAS-WSMSL-,WAS-WSMSL-P----,45,160603,00,00,
WAS-WSMSMH,WAS-WSMSMHP----,45,160604,00,00,
,,45,160700,00,00,
WAS-WSS-LI,WAS-WSS-LIP----,45,160701,00,00,
WAS-WSS-LC,WAS-WSS-LCP----,45,160702,00,00,
WAS-WSS-MI,WAS-WSS-MIP----,45,160703,00,00,
WAS-WSS-MC,WAS-WSS-MCP----,45,160704,00,00,
WAS-WSS-HI,WAS-WSS-HIP----,45,160705,00,00,
WAS-WSS-HC,WAS-WSS-HCP----,45,160706,00,00,
WAS-WSSBLM,WAS-WSSBLMP----,45,160707,00,00,
WAS-WSSBH-,WAS-WSSBH-P----,45,160708,00,00,
WAS-WSSG--,WAS-WSSG--P----,45,160800,00,00,
,,45,160900,00,00,
WAS-WSSSL-,WAS-WSSSL-P----,45,160901,00,00,
WAS-WSSSMH,WAS-WSSSMHP----,45,160902,00,00,
,,45,161000,00,00,
WAS-WSGRL-,WAS-WSGRL-P----,45,161001,00,00,
WAS-WSGRMH,WAS-WSGRMHP----,45,161002,00,00,
WAS-WSIC--,WAS-WSIC--P----,45,161100,00,00,
,,45,161200,00,00,
WAS-WSPLL-,WAS-WSPLL-P----,45,161201,00,00,
WAS-WSPLM-,WAS-WSPLM-P----,45,161202,00,00,
WAS-WSPLH-,WAS-WSPLH-P----,45,161203,00,00,
E*NPBF----,E*NPBF----*****,45,161300,00,00,
,,45,161400,00,00,
WAS-WST-NP,WAS-WST-NPP---,45,161401,00,00,
WAS-WSTMR-,WAS-WSTMR-P----,45,161402,00,00,
WAS-WSTHR-,WAS-WSTHR-P----,45,161403,00,00,
WAS-WSTMH-,WAS-WSTMH-P----,45,161404,00,00,
WAS-WSTHH-,WAS-WSTHH-P----,45,161405,00,00,
WAS-WST-FC,WAS-WST-FCP----,45,161406,00,00,
WAS-WST-SQ,WAS-WST-SQP----,45,161407,00,00,
WAS-WST-LG,WAS-WST-LGP----,45,161408,00,00,
,,45,161500,00,00,
WAS-WSFGPS,WAS-WSFGPSP----,45,161501,00,00,
WAS-WSFGCS,WAS-WSFGCSP----,45,161502,00,00,
WAS-WSFGP-,WAS-WSFGP-P----,45,161503,00,00,
WAS-WSFGSV,WAS-WSFGSVP----,45,161504,00,00,
WAS-WSFGSO,WAS-WSFGSOP----,45,161505,00,00,
WAS-WSFGFV,WAS-WSFGFVP----,45,161506,00,00,
WAS-WSFGFO,WAS-WSFGFOP----,45,161507,00,00,
WAS-WSBR--,WAS-WSBR--P----,45,161600,00,00,
WAS-WSFU--,WAS-WSFU--P----,45,161700,00,00,
WAS-WSHZ--,WAS-WSHZ--P----,45,161800,00,00,
,,45,161900,00,00,
WAS-WSDSLM,WAS-WSDSLMP----,45,161901,00,00,
WAS-WSDSS-,WAS-WSDSS-P----,45,161902,00,00,
WAS-WSDD--,WAS-WSDD--P----,45,161903,00,00,
WAS-WSDB--,WAS-WSDB--P----,45,161904,00,00,
,,45,162000,00,00,
WAS-WSTSD-,WAS-WSTSD-P----,45,162001,00,00,
WAS-WSTSS-,WAS-WSTSS-P----,45,162002,00,00,
WAS-WSTSH-,WAS-WSTSH-P----,45,162003,00,00,
WA-DWSTSWA,WA-DWSTSWA--A--,45,162004,00,00,
WAS-WSVE--,WAS-WSVE--P----,45,162100,00,00,
WAS-WSVA--,WAS-WSVA--P----,45,162101,00,00,
WAS-WST-LV,WAS-WST-LVP----,45,162200,00,00,
WAS-WSF-LV,WAS-WSF-LVP----,45,162300,00,00,
WAS-WSUKP-,WAS-WSUKP-P----,45,162400,00,00,
,,45,170000,00,00,
WA-DBAIF--,WA-DBAIF----A--,45,170100,00,00,
WA-DBAMV--,WA-DBAMV----A--,45,170200,00,00,
WA-DBATB--,WA-DBATB----A--,45,170300,00,00,
WA-DBAI---,WA-DBAI-----A--,45,170400,00,00,
WA-DBALPNC,WA-DBALPNC--A--,45,170500,00,00,
WA-DBALPC-,WA-DBALPC---A--,45,170501,00,00,
WA-DBAFP--,WA-DBAFP----A--,45,170600,00,00,
WA-DBAT---,WA-DBAT-----A--,45,170700,00,00,
WA-DBAFG--,WA-DBAFG----A--,45,170800,00,00,
WA-DBAD---,WA-DBAD-----A--,45,170900,00,00,
WA-DBAFF--,WA-DBAFF----A--,45,171000,00,00,
,,45,180000,00,00,
WA-DIPIB--,WA-DIPIB---L---,45,180100,00,00,
WA-DIPCO--,WA-DIPCO---L---,45,180200,00,00,
WA-DIPIS--,WA-DIPIS---L---,45,180300,00,00,
WA-DIPIT--,WA-DIPIT---L---,45,180400,00,00,
WA-DIPID--,WA-DIPID---L---,45,180500,00,00,
WA-DIPTH--,WA-DIPTH---L---,45,180600,00,00,
WA-DIPFF--,WA-DIPFF---L---,45,180700,00,00,
,,45,190000,00,00,
,,45,190100,00,00,
WAS-GND-NC,WAS-GND-NCP----,45,190101,00,00,
WAS-GNM---,WAS-GNM---P----,45,190102,00,00,
WAS-GNW-SW,WAS-GNW-SWP----,45,190103,00,00,
WAS-GNFL--,WAS-GNFL--P----,45,190104,00,00,
WAS-GNFZ--,WAS-GNFZ--P---,45,190105,00,00,
WAS-GNG-TI,WAS-GNG-TIP----,45,190106,00,00,
WAS-GNLDN-,WAS-GNLDN-P----,45,190107,00,00,
WAS-GNLDTC,WAS-GNLDTCP----,45,190108,00,00,
WAS-GNLDMC,WAS-GNLDMCP----,45,190109,00,00,
WAS-GNDEWC,WAS-GNDEWCP----,45,190110,00,00,
,,45,190200,00,00,
WAS-GSI---,WAS-GSI---P----,45,190201,00,00,
WAS-GSSCL-,WAS-GSSCL-P----,45,190202,00,00,
WAS-GSSCH-,WAS-GSSCH-P----,45,190203,00,00,
WAS-GSSCCE,WAS-GSSCCEP----,45,190204,00,00,
WAS-GSSCCU,WAS-GSSCCUP----,45,190205,00,00,
WAS-GSSLL-,WAS-GSSLL-P----,45,190206,00,00,
WAS-GSSLH-,WAS-GSSLH-P----,45,190207,00,00,
WAS-GSSLCE,WAS-GSSLCEP----,45,190208,00,00,
WAS-GSSLCU,WAS-GSSLCUP----,45,190209,00,00,
WAS-GSSDC-,WAS-GSSDC-P----,45,190210,00,00,
WAS-IML---,WAS-IML---P----,45,130301,00,00,
WAS-IRM---,WAS-IRM---P----,45,130302,00,00,
WAS-IRS---,WAS-IRS---P----,45,130303,00,00,
,,46,110000,00,00,
WOS-IB----,WOS-IB----P----,46,110100,00,00,
WOS-IBM---,WOS-IBM---P----,46,110101,00,00,
WOS-IBBS--,WOS-IBBS--P----,46,110102,00,00,
WOS-IBG---,WOS-IBG---P----,46,110103,00,00,
WOS-IBMG--,WOS-IBMG--P----,46,110104,00,00,
WOS-IBBB--,WOS-IBBB--P----,46,110105,00,00,
WOS-IBBBM-,WOS-IBBBM-P----,46,110106,00,00,
WOS-IBGL--,WOS-IBGL--P----,46,110107,00,00,
WOS-IBGLM-,WOS-IBGLM-P----,46,110108,00,00,
WOS-IBF---,WOS-IBF---P----,46,110109,00,00,
WOS-IBII--,WOS-IBII--P----,46,110110,00,00,
,,46,110200,00,00,
WOS-ICWB--,WOS-ICWB--P----,46,110201,00,00,
WOS-ICWR--,WOS-ICWR--P----,46,110202,00,00,
WOS-ICIF--,WOS-ICIF--P----,46,110203,00,00,
,,46,110300,00,00,
WOS-IDC---,WOS-IDC---P----,46,110301,00,00,
WOS-IDD---,WOS-IDD---P----,46,110302,00,00,
WOS-IDS---,WOS-IDS---P----,46,110303,00,00,
WO-DIDID--,WO-DIDID---L---,46,110304,00,00,
WOS-II----,WOS-II----P----,46,110400,00,00,
WOS-IITM--,WOS-IITM--P----,46,110401,00,00,
WOS-IITE--,WOS-IITE--P----,46,110402,00,00,
WOS-IIP---,WOS-IIP---P----,46,110403,00,00,
,,46,110500,00,00,
WO-DILOV--,WO-DILOV---L---,46,110501,00,00,
WO-DILUC--,WO-DILUC---L---,46,110502,00,00,
WO-DILOR--,WO-DILOR---L---,46,110503,00,00,
WO-DILIEO-,WO-DILIEO--L---,46,110504,00,00,
WO-DILIEE-,WO-DILIEE--L---,46,110505,00,00,
WO-DILIER-,WO-DILIER--L---,46,110506,00,00,
,,46,110600,00,00,
WO-DIOC---,WO-DIOC----L---,46,110601,00,00,
WO-DIOCS--,WO-DIOCS---L---,46,110602,00,00,
WO-DIOL---,WO-DIOL----L---,46,110603,00,00,
WO-DIOLF--,WO-DIOLF---L---,46,110604,00,00,
WOS-ISC---,WOS-ISC---P----,46,110700,00,00,
WOS-ISS---,WOS-ISS---P----,46,110701,00,00,
,,46,110800,00,00,
WOS-ITRH--,WOS-ITRH--P----,46,110801,00,00,
WOS-ITR---,WOS-ITR---P----,46,110802,00,00,
WOS-ITBB--,WOS-ITBB--P----,46,110803,00,00,
,,46,120000,00,00,
,,46,120100,00,00,
WOS-HDS---,WOS-HDS---P----,46,120101,00,00,
